Laptops,Core,Display,Gb,Memory,Price,Rating
https://www.flipkart.com/lenovo-ideapad-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm019d07e14a431?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8AV9128&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_108&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_oLlLJ8azUSzDwl0z5xii%2BB6mkIUaik9dmRGQhaLikgOTjLXHTY3rHRoHYkPZvKMHBAMa%2BdrPdefgo8kmnurdPw%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen),39.62 cm (15.6 inch) Display,38% off,,"₹18,100",Off on Exchange
https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-10-3515-thin-light-laptop/p/itm257ad565516fb?pid=COMG6D9UFZJMFGHK&lid=LSTCOMG6D9UFZJMFGHKGOF8B6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_109&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMG6D9UFZJMFGHK.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 inch) Display,26% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/acer-travelmate-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-p214-53-business-laptop/p/itm54a0a34302444?pid=COMG3TNFG2TJ5XQX&lid=LSTCOMG3TNFG2TJ5XQX4TUEGM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_110&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMG3TNFG2TJ5XQX.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen),35.56 cm (14 inch) Display,23% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-15s-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-15s-fq2072tu-thin-light-laptop/p/itmc1ba70c0282aa?pid=COMGYCG8P7MCYQWH&lid=LSTCOMGYCG8P7MCYQWH9NQRRO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_111&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMGYCG8P7MCYQWH.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i3 Processor (11th Gen),39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/asus-zenbook-flip-s-oled-core-i7-11th-gen-intel-evo-16-gb-1-tb-ssd-windows-10-home-ux371ea-hl701ts-thin-light-laptop/p/itm325dcc4b58bb7?pid=COMFXU6P8VA5RYTG&lid=LSTCOMFXU6P8VA5RYTGKSMWR2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_112&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_oLlLJ8azUSzDwl0z5xii%2BB6mkIUaik9dmRGQhaLikgNMIqjCKBi%2FCzgsEs8GTBkb8D37GCTLhH1ryFQvsxFbhA%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Evo platform feat 11th Gen Intel Core i7 processor,1 TB SSD,18% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-vivobook-15-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-x515ea-bq312ts-laptop/p/itmbc4f2a8164d0c?pid=COMG665PTKYJXGBB&lid=LSTCOMG665PTKYJXGBBRFBMKU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_113&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMG665PTKYJXGBB.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i3 Processor (11th Gen),39.62 cm (15.6 inch) Display,17% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-tuf-gaming-a17-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-fa706ih-h7014t-laptop/p/itm3f7dcbe179184?pid=COMFZ5ZFRZCFMGGC&lid=LSTCOMFZ5ZFRZCFMGGCDPHROB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_114&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMFZ5ZFRZCFMGGC.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,43.94 cm (17.3 inch) Display,23% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/msi-modern-15-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-a5m-065in-thin-light-laptop/p/itm228078b17d6d1?pid=COMG5Y87DSNGGUX8&lid=LSTCOMG5Y87DSNGGUX89IKI8J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_115&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMG5Y87DSNGGUX8.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 inch) Display,30% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/msi-stealth-15m-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-a11uek-227in-gaming-laptop/p/itm1be5a561d9e75?pid=COMG2HCTYYGFHZHM&lid=LSTCOMG2HCTYYGFHZHMROE3BF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_116&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_oLlLJ8azUSzDwl0z5xii%2BB6mkIUaik9dmRGQhaLikgN0esCWwoWVmFqdv5l8vTknqr1V8cSoU0C1w076fTTtMw%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i7 Processor (11th Gen),39.62 cm (15.6 inch) Display,17% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-celeron-dual-core-4-gb-1-tb-hdd-windows-10-home-x543ma-gq1015t-laptop/p/itmf8811674edbeb?pid=COMFSKF9UQH8RKYF&lid=LSTCOMFSKF9UQH8RKYFK8UKIL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_117&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMFSKF9UQH8RKYF.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Celeron Dual Core Processor,39.62 cm (15.6 inch) Display,7% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/lenovo-ideapad-slim-3i-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-15iil05-thin-light-laptop/p/itme26ed4fd12d66?pid=COMFY6FKMWV9KHFG&lid=LSTCOMFY6FKMWV9KHFGHSYAGV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_118&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMFY6FKMWV9KHFG.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (10th Gen),39.62 cm (15.6 inch) Display,12% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-vivobook-ultra-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-km413ua-eb502ts-thin-light-laptop/p/itmb8b4e4340948d?pid=COMGF8KSPWC5ZH9F&lid=LSTCOMGF8KSPWC5ZH9FAB6WKN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_119&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMGF8KSPWC5ZH9F.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,35.56 cm (14 inch) Display,28% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-4600h-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-15arh05-laptop/p/itm64d83a7c01261?pid=COMG3HHRTM3YFGTU&lid=LSTCOMG3HHRTM3YFGTU3SQHHJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_120&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_oLlLJ8azUSzDwl0z5xii%2BB6mkIUaik9dmRGQhaLikgO%2Fv7PLWUi1RyfxpHOcokCSVqvbZ7R%2F4kwBFVdOKmvAdA%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display,28% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
,,,,,,
https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-3501-laptop/p/itm0446707f089c6?pid=COMFZY36EPMVUGM7&lid=LSTCOMFZY36EPMVUGM7L8ZCEK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_121&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMFZY36EPMVUGM7.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen),39.62 cm (15.6 inch) Display,14% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-15s-ryzen-5-hexa-core-4500u-8-gb-256-gb-ssd-windows-10-home-15s-ey1004au-thin-light-laptop/p/itm8505e1b60b8a2?pid=COMG26RVDKRABXJH&lid=LSTCOMG26RVDKRABXJHQGP4JH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_122&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMG26RVDKRABXJH.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 inch) Display,2% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-pavilion-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-14-dv0084tx-thin-light-laptop/p/itm3aa2cc39d6b9a?pid=COMGYZD7N5ZNGVHN&lid=LSTCOMGYZD7N5ZNGVHNBAYZPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_123&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMGYZD7N5ZNGVHN.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen),35.56 cm (14 inch) Display,9% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-15-ec2004ax-gaming-laptop/p/itm98c94bbf9bc20?pid=COMG5GZXPWMGTNWS&lid=LSTCOMG5GZXPWMGTNWS2SZL9C&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_124&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_SL7Ca%2BKQEeYr2FXkIoU90BJWSOIt2hBFq6xYHuVOACxO4ZhksXyZs82%2FchqmUewbkogePt%2BVG%2F5p3StVP9v0Rg%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 inch) Display,14% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/msi-modern-14-ryzen-5-hexa-core-4500u-8-gb-512-gb-ssd-windows-10-home-b4mw-423in-notebook/p/itmc2074b83b6a54?pid=COMG483FQ7YHK7GP&lid=LSTCOMG483FQ7YHK7GP3AEZFN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_125&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMG483FQ7YHK7GP.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,35.56 cm (14 inch) Display,22% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-pavilion-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-15-ec2076ax-gaming-laptop/p/itm9f179974f11d1?pid=COMG4NHNCTUAHD3Y&lid=LSTCOMG4NHNCTUAHD3YRQU1SQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_126&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMG4NHNCTUAHD3Y.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 inches) Display,12% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/lenovo-ideapad-3-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-15iml05-thin-light-laptop/p/itm79183ded58b8e?pid=COMG4WZ7UPV659QV&lid=LSTCOMG4WZ7UPV659QVYZAEMY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_127&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMG4WZ7UPV659QV.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen),39.62 cm (15.6 inch) Display,27% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-rog-zephyrus-g15-ryzen-9-octa-core-5900hs-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-ga503qm-hq173ts-gaming-laptop/p/itm731d56e578d8c?pid=COMG5QHNVK9H2ZJ6&lid=LSTCOMG5QHNVK9H2ZJ69XBEQB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_128&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_SL7Ca%2BKQEeYr2FXkIoU90BJWSOIt2hBFq6xYHuVOACwizSLMTiB%2FNwKZ%2FFkMqPcDipyykg0CYRKNEeM4PODKdA%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 9 Octa Core Processor,39.62 cm (15.6 inch) Display,25% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹25,100",Off on Exchange
https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-3501-laptop/p/itm997ad4a2b302f?pid=COMFYZC5RJ2TH2ZZ&lid=LSTCOMFYZC5RJ2TH2ZZ0DCXCR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_129&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMFYZC5RJ2TH2ZZ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen),39.62 cm (15.6 inch) Display,30% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-tuf-gaming-core-i5-11th-gen-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-fx506hcb-hn228t-laptop/p/itm993f5ad38ab95?pid=COMG5QHNJ4AYVTXV&lid=LSTCOMG5QHNJ4AYVTXVCJAOAR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_130&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMG5QHNJ4AYVTXV.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen),39.62 cm (15.6 inch) Display,35% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-pavilion-aero-ryzen-5-hexa-core-5600u-16-gb-512-gb-ssd-windows-10-home-13-be0190au-thin-light-laptop/p/itm4c59eb6227d98?pid=COMG57NEGMUMVJYN&lid=LSTCOMG57NEGMUMVJYN1PSAWI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_131&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMG57NEGMUMVJYN.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,33.78 cm (13.3 inches) Display,22% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/acer-swift-5-core-i7-11th-gen-intel-evo-16-gb-1-tb-ssd-windows-10-home-sf514-55ta-72vg-thin-light-laptop/p/itma3571f30f2d68?pid=COMFWXXFBYZV73VS&lid=LSTCOMFWXXFBYZV73VSIFMXYL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_132&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_SL7Ca%2BKQEeYr2FXkIoU90BJWSOIt2hBFq6xYHuVOACzjYrpcI0pF2a2KB14eKN3uUZzj9slQ1r%2Fe0OASp0OZNQ%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Evo platform feat 11th Gen Intel Core i7 processor,1 TB SSD,26% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-x515ja-ej322ts-thin-light-laptop/p/itm5cd03fd1bd5bc?pid=COMFZ53SSJQYYVTY&lid=LSTCOMFZ53SSJQYYVTYERZCP9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_133&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMFZ53SSJQYYVTY.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen),39.62 cm (15.6 inch) Display,17% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-10-3505-notebook/p/itm6db53ec102daa?pid=COMG24PG7EFFBSEV&lid=LSTCOMG24PG7EFFBSEVJV0I4V&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_134&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMG24PG7EFFBSEV.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 3 Dual Core Processor,39.62 cm (15.6 inch) Display,19% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/msi-gf65-thin-hexa-core-i5-10th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-10ue-290in-gaming-laptop/p/itmafaea3574689e?pid=COMG2HCTSVZ9ZARE&lid=LSTCOMG2HCTSVZ9ZAREFZZAQB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_135&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=00c2c990-7cbf-44c9-8ac1-02b3fae861e9.COMG2HCTSVZ9ZARE.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Hexa Core i5 Processor (10th Gen),39.62 cm (15.6 inch) Display,18% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-pavilion-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650ti-144-hz-15-dk1514tx-gaming-laptop/p/itm1a70377701e84?pid=COMG62F8W3ZTQ7HC&lid=LSTCOMG62F8W3ZTQ7HCBKCOHL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_136&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_SL7Ca%2BKQEeYr2FXkIoU90BJWSOIt2hBFq6xYHuVOACysEHliCKbFeAP01RNop5m9Uwzik3l%2FDeLadedw4FvbXg%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (10th Gen),39.62 cm (15.6 inch) Display,23% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
