Laptops,Core,Display,Gb,Memory,Price,Rating
https://www.flipkart.com/acer-aspire-5-core-i5-8th-gen-8-gb-16-optane-1-tb-hdd-windows-10-home-a515-52-555f-thin-light-laptop/p/itmfhjgerhwq6ezz?pid=COMFHJGEFDNJCDBK&lid=LSTCOMFHJGEFDNJCDBKKE8HIX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_375&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMFHJGEFDNJCDBK.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (8th Gen),39.62 cm (15.6 inch) Display,10% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-m515ua-bq512ts-thin-light-laptop/p/itmfb74848895ca8?pid=COMG666C3PSZU5ZT&lid=LSTCOMG666C3PSZU5ZTHDPJIY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_376&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMG666C3PSZU5ZT.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 inch) Display,17% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/asus-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c423na-bz0522-thin-light-laptop/p/itmeb74af2fd63fb?pid=COMG49CZDAJFHBZG&lid=LSTCOMG49CZDAJFHBZG2U5YGX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_377&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMG49CZDAJFHBZG.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Celeron Dual Core Processor,1 Year Onsite Warranty,16% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/acer-swift-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-sf314-57-sf314-57g-thin-light-laptop/p/itm08a675393f71d?pid=COMFRWT5BDH6TNQG&lid=LSTCOMFRWT5BDH6TNQG2GM7MJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_378&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMFRWT5BDH6TNQG.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (10th Gen),35.56 cm (14 inch) Display,6% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/apple-macbook-pro-touch-bar-core-i5-10th-gen-16-gb-1-tb-ssd-mac-os-catalina-mwp82hn-a/p/itmbcb1d64fe60c6?pid=COMFRZ3NESZHBG9Z&lid=LSTCOMFRZ3NESZHBG9ZV56B85&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_379&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMFRZ3NESZHBG9Z.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (10th Gen),33.02 cm (13 inch) Display,10% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/dell-g7-core-i9-10th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2070-300-hz-ins-7500-gaming-laptop/p/itm4abaeeb679c8f?pid=COMFUZ3JTAJ2SQ85&lid=LSTCOMFUZ3JTAJ2SQ85JL4FLF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_380&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMFUZ3JTAJ2SQ85.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,NVIDIA GeForce RTX 2070,In-built Alienware Command center software with enhanced control over system settings,20% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/msi-prestige-14-evo-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-a11m-436in-thin-light-laptop/p/itm178c8a63b3622?pid=COMGYV93D2AKHZ7S&lid=LSTCOMGYV93D2AKHZ7S4M0MDV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_381&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMGYV93D2AKHZ7S.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen),35.56 cm (14 inch) Display,14% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-envy-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-13-ba1501tx-thin-light-laptop/p/itm80b4d61752391?pid=COMG5U2BYKGC6KTQ&lid=LSTCOMG5U2BYKGC6KTQFGELR5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_382&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMG5U2BYKGC6KTQ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen),33.78 cm (13.3 inch) Touchscreen Display,13% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/acer-swift-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-sf314-43-thin-light-laptop/p/itm2e14e47e7f287?pid=COMG56TFTZGHZ9CV&lid=LSTCOMG56TFTZGHZ9CVEABM2X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_383&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMG56TFTZGHZ9CV.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,35.56 cm (14 inch) Display,34% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/msi-ge66-raider-core-i7-10th-gen-32-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2070-240-hz-10sf-611in-gaming-laptop/p/itmd398baa3d1347?pid=COMFVSYV85GYVHTB&lid=LSTCOMFVSYV85GYVHTBNWF6VX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_384&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f2442ba1-2a75-4a99-8309-d81c795fa8ca.COMFVSYV85GYVHTB.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i7 Processor (10th Gen),39.62 cm (15.6 inch) Display,14% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
,,,,,,
https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-3511-thin-light-laptop/p/itm6e3024850935c?pid=COMG6D9UBWS3PB2J&lid=LSTCOMG6D9UBWS3PB2JH6FG2A&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_385&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG6D9UBWS3PB2J.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen),39.62 cm (15.6 inch) Display,24% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/asus-tuf-gaming-a15-ryzen-7-octa-core-4800h-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-fa566ic-hn008t-laptop/p/itm2178c164422a7?pid=COMG666CFYXNGSKH&lid=LSTCOMG666CFYXNGSKHQ7E7MB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_386&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG666CFYXNGSKH.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 inch) Display,20% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/asus-rog-strix-g15-2020-octa-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-ti-144-hz-g512li-hn305t-gaming-laptop/p/itmf0a6683152c5f?pid=COMGFVWMSGPJCPXF&lid=LSTCOMGFVWMSGPJCPXFFH0XZM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_387&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMGFVWMSGPJCPXF.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Octa Core i7 Processor (10th Gen),39.62 cm (15.6 inch) Display,23% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-tuf-core-i5-10th-gen-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-ti-144-hz-fx506li-hn270t-gaming-laptop/p/itm23af50cc97f90?pid=COMG3UWZDKRYNTNG&lid=LSTCOMG3UWZDKRYNTNGEGXIDC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_388&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG3UWZDKRYNTNG.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (10th Gen),39.62 cm (15.6 inch) Display,27% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/dell-g15-core-i5-10th-gen-16-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-1650-120-hz-g15-5510-gaming-laptop/p/itma0679e6f040d1?pid=COMG666GNJNTJGT5&lid=LSTCOMG666GNJNTJGT5JHIEHX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_389&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG666GNJNTJGT5.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,NVIDIA GeForce GTX 1650,In-built Alienware Command center software with enhanced control over system settings,31% off,,"₹18,100",Off on Exchange
https://www.flipkart.com/msi-core-i7-7th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-8-graphics-nvidia-geforce-gtx-1070-ge73vr-7rf-086in-gaming-laptop/p/itmf3s32wzehsqvj?pid=COMEVXW7ZXPWCTY8&lid=LSTCOMEVXW7ZXPWCTY8TEFUHQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_390&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMEVXW7ZXPWCTY8.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i7 Processor (7th Gen),,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/dell-g15-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-rtx-3050-g15-5515-gaming-laptop/p/itmdaa9e0d35da76?pid=COMG666GPTSHNZ47&lid=LSTCOMG666GPTSHNZ47HXXZL9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_391&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG666GPTSHNZ47.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,NVIDIA GEFORCE RTX 3050,In-built Alienware Command center software with enhanced control over system settings,20% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/acer-nitro-5-ryzen-9-octa-core-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-8-graphics-nvidia-geforce-rtx-3070-144-hz-an515-45-gaming-laptop/p/itm8231cf03f15a6?pid=COMG2HX5HGWAZS4S&lid=LSTCOMG2HX5HGWAZS4SHTOECT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_392&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG2HX5HGWAZS4S.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Free upgrade to Windows 11 when available,1 TB HDD|256 GB SSD,4% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-envy-13-x360-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-bd0521tu-thin-light-laptop/p/itmc27212d0168e5?pid=COMG73DZPYGGWZNK&lid=LSTCOMG73DZPYGGWZNKMD8A9Y&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_393&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG73DZPYGGWZNK.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i7 Processor (11th Gen),33.78 cm (13.3 inch) Touchscreen Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/asus-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-x509jb-ej592t-laptop/p/itm225fcd49aa8b0?pid=COMFSKF9HN9Y5WXM&lid=LSTCOMFSKF9HN9Y5WXMJCSVSS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_394&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMFSKF9HN9Y5WXM.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (10th Gen),39.62 cm (15.6 inch) Display,20% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-a515-56-56ln-thin-light-laptop/p/itm65adc4284c3ce?pid=COMG69G2UWGNKBGG&lid=LSTCOMG69G2UWGNKBGGLKJ6HH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_395&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG69G2UWGNKBGG.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen),39.62 cm (15.6 inch) Display,15% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
https://www.flipkart.com/lenovo-yoga-6-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-10-home-13alc6-thin-light-laptop/p/itm684c22be139a4?pid=COMG72M9EVCKFYKF&lid=LSTCOMG72M9EVCKFYKFLNMAAV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_396&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG72M9EVCKFYKF.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,33.78 cm (13.3 inch) Touchscreen Display,22% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-eeebook-12-celeron-dual-core-4-gb-64-gb-emmc-storage-windows-10-home-e210ma-gj011t-thin-light-laptop/p/itm964ed80dacb4c?pid=COMG3Z7M7BWVWBHC&lid=LSTCOMG3Z7M7BWVWBHCOBPC7J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_397&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG3Z7M7BWVWBHC.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Celeron Dual Core Processor,"Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)",,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/msi-gs66-stealth-core-i7-10th-gen-32-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2070-super-max-q-10sfs-066in-gaming-laptop/p/itm956ab8e9a13e9?pid=COMFP64FNW8UMCYF&lid=LSTCOMFP64FNW8UMCYFTZHEFG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_398&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMFP64FNW8UMCYF.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i7 Processor (10th Gen),39.62 cm (15.6 inch) Display,33% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/acer-spin-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-sp314-54n-33x8-2-1-laptop/p/itm6693154896d1d?pid=COMGFQ4AHXPGSQAU&lid=LSTCOMGFQ4AHXPGSQAU7NYSIU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_399&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMGFQ4AHXPGSQAU.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen),35.56 cm (14 inch) Touchscreen Display,10% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/msi-bravo-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-amd-radeon-rx5500m-144-hz-15-b5dd-043in-gaming-laptop/p/itm911d8ad8fe264?pid=COMG483FGGG3QREK&lid=LSTCOMG483FGGG3QREKC2GXYA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_400&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG483FGGG3QREK.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 inch) Display,22% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/asus-zenbook-13-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-ux334fl-a5822ts-thin-light-laptop/p/itmb8696a99bd79d?pid=COMFWFTSMHR9UK5T&lid=LSTCOMFWFTSMHR9UK5T5QGGXR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_401&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMFWFTSMHR9UK5T.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (10th Gen),33.02 cm (13 inch) Display,28% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/hp-spectre-x360-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-13-aw2002tu-2-1-laptop/p/itm4c1a804ca4ac1?pid=COMFYHGCBMRFMDHH&lid=LSTCOMFYHGCBMRFMDHHT5ZU5A&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_402&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMFYHGCBMRFMDHH.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i7 Processor (11th Gen),33.78 cm (13.3 inch) Touchscreen Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/dell-g15-core-i5-10th-gen-16-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-1650-120-hz-g15-5510-inspiron-5510-gaming-laptop/p/itm5af8982c5836f?pid=COMG3P7NHRTGZZZV&lid=LSTCOMG3P7NHRTGZZZVN0NBH1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_403&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG3P7NHRTGZZZV.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,NVIDIA GeForce GTX 1650,In-built Alienware Command center software with enhanced control over system settings,15% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,"₹18,100",Off on Exchange
https://www.flipkart.com/lenovo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-v14-itl-g2-thin-light-laptop/p/itmc175a6304130a?pid=COMG6VRPCDUFX6X4&lid=LSTCOMG6VRPCDUFX6X4ZYKQI3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_404&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=5ac82714-aacd-4692-ba51-b72d708f1596.COMG6VRPCDUFX6X4.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen),35.56 cm (14 inch) Display,9% off,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,
